Region,Elevation,Slope,Aspect,Soil Type,Land Cover,Avg Annual Temp,Avg Annual Precip,GDD,Seasonal Precip Variability,Solar Radiation,Wind Speed,Humidity,Suitability Index
Central Asia,1601,24.10598845258628,340.103691045948,Clay,Cropland,34.73022568643037,614,1808,22.301042111290634,21.051135991152716,4.83648875560784,88.46574658537611,0.4
Central Asia,1138,28.846422124611436,18.198321323987493,Peat,Grassland,19.936258651263646,1156,686,29.6242590321602,19.754428594710557,0.12408113142363131,62.059148498577734,0.6
Eastern Europe,1186,7.642554848014781,261.8338924268322,Clay,Forest,34.02098983903785,1546,1802,29.409210307410323,11.340328246636846,4.783383928777839,56.886332689007936,0.4
Central Asia,1254,17.448156294321876,304.41113758560965,Sandy,Grassland,20.616135174178694,1903,1986,20.422223815083115,24.289818364393234,6.842217561165244,77.87275971931876,0.8
Western Europe,2280,24.12877359398651,238.46695976220815,Sandy,Forest,29.000651245894375,1733,1118,33.73176572459903,12.788098785745376,3.885163707175796,58.65029534529927,0.8
Russia,1976,26.35997866590692,139.0419909223966,Clay,Forest,25.720242594490035,1689,1545,25.527805663844468,17.02982840592137,3.69771926593827,61.643469240245054,0.8
Eastern Europe,1328,26.75144648428761,221.83997232111827,Clay,Urban,29.52002774302356,1537,1005,36.64836326460414,19.863854285522045,6.277333103803746,86.83085766563002,0.8
Russia,442,13.930016151889523,313.9035280495276,Peat,Grassland,6.800049172761909,1197,741,30.27383874162676,28.488527582521325,0.47849450582711195,51.221251502102255,0.6
Eastern Europe,148,6.209714215514673,241.22129393090805,Clay,Cropland,10.089060847696212,1082,1620,44.9671927862796,27.55369885268895,5.496133666045095,60.591167190635105,0.6
South Asia,2035,28.29575815719134,313.0953707988799,Sandy,Urban,1.6066470314737957,423,1919,26.850647435388947,26.298499607133405,4.010535065861856,80.35102583785391,0.4
Eastern Europe,429,1.033914572892931,259.46201171561387,Loam,Grassland,27.65022908472035,267,1697,22.18040389118714,10.5832339201063,5.691439592648629,68.7037676126717,0.4
Western Europe,697,2.4180438436802696,293.35156142125635,Peat,Grassland,25.72490709390653,1039,1814,36.95597593480787,17.197140263483817,5.305103727397672,88.8605017178252,0.8
Western Europe,2006,26.539527686168707,320.17445418121406,Sandy,Urban,23.18629706130602,1670,1039,45.41257219543836,23.731192861677847,5.700029718839019,71.65731960620953,0.8
Russia,560,15.558283696096582,3.5862608002073415,Loam,Urban,-0.279780386,1498,1658,31.082656703778568,20.517494971603973,4.815750583381333,80.92516219782617,0.6
Central Asia,1269,15.268358743750166,299.2068598384857,Loam,Urban,7.291321796937996,1615,1350,30.29958099934743,16.511357443764833,2.0787642938021604,70.60669366168013,0.6
South Asia,558,17.778160873700912,341.8663052212818,Sandy,Grassland,6.270428984185257,1962,670,47.951976294437635,21.745175116573993,1.287247836598662,63.07305302284615,0.6
South Asia,1320,17.484735896497202,23.97014395799804,Sandy,Grassland,13.480783713458028,816,1448,49.61698701253964,10.228145071176254,2.756833470408139,62.3701015185127,0.6
Russia,357,0.7748516704270136,163.5845556588563,Sandy,Cropland,-0.246918019,519,835,43.99599488691741,12.217764669705742,5.542448011153645,73.46982026306422,0.6
South Asia,2237,18.350838727233022,276.55028575132764,Sandy,Forest,5.873292524581677,218,1029,38.43965823605012,26.027008535377,2.091276230932845,66.91000529936626,0.4
South Asia,648,10.10630827408756,357.39805922588573,Loam,Grassland,8.853107216052765,367,1784,40.166277128303534,25.466867298533984,5.858088531999766,74.99766294770747,0.4
Russia,1368,25.60056974378853,139.73252298346785,Loam,Cropland,21.724812343396565,567,510,33.0055269674769,15.64749739531069,1.9127683776516982,76.75742174054704,0.6
Russia,1848,20.148949036167576,129.53786250130867,Loam,Cropland,-1.776318419,521,1226,31.23187315325154,24.77689271409949,3.253439116204172,56.287393604316705,0.6
South Asia,1128,20.088422634369994,148.37415690762865,Loam,Forest,3.1298494698327506,808,1944,24.962566065643458,24.413829174696573,6.370752211587906,57.58623087643994,0.6
Russia,761,21.644523969607338,43.217868743219356,Clay,Cropland,26.60553916570573,224,671,48.32814667711213,17.637011227283995,5.316348579464851,52.31936118592159,0.4
Eastern Europe,2380,20.739722983974108,335.6646374352971,Clay,Cropland,12.109287507351645,879,969,34.23219195445841,15.103175387396517,1.4382328540481126,64.84576745598953,0.6
South Asia,1806,11.693091970184582,31.473318716973566,Sandy,Grassland,-2.116503674,1948,1495,24.603013541504758,15.019779468176662,5.218437031169193,64.35852786609794,0.6
Western Europe,288,27.05555343620582,57.59264114515836,Clay,Cropland,22.934387338324235,1700,1284,30.945791771735806,16.131974462945692,3.6398251637559245,61.50512385108037,0.8
Eastern Europe,1345,17.73191719467862,124.3654058589866,Loam,Grassland,28.83997783296565,663,823,43.31446199145452,29.87551297974447,4.1582559232587455,57.95735737675577,0.6
Central Asia,2025,18.49787937158301,126.41453979093458,Sandy,Grassland,22.83589782680213,776,996,30.499579337458233,16.022405296239956,1.7039794929848775,70.54905905513917,0.6
Western Europe,2271,4.172807195245472,214.50009331408742,Loam,Cropland,28.97635413351913,703,1052,31.91002120681371,20.76980076552225,6.987355122394522,71.98137069000201,0.6
Central Asia,1679,11.934427312784605,184.9979069252875,Loam,Cropland,32.836847812637295,471,1511,48.9139682901491,14.572882429998067,2.1198011829780903,67.73939772679064,0.4
Western Europe,1937,20.213190733393898,2.1709118960886675,Clay,Forest,17.696408425061435,1367,1009,22.81924358126993,28.12865573574616,6.951981365864082,70.23172362427951,0.6
South Asia,1429,19.693435066741248,194.02509181964484,Sandy,Grassland,13.733657880282099,727,635,42.5697719305903,24.722993781132224,6.050200298910758,67.84858042285848,0.6
Western Europe,1300,8.849791278620657,285.8998593107563,Sandy,Forest,31.12295405327184,984,1503,32.229582283130185,13.721973695773029,3.5568401812685946,53.841940638009234,0.4
Eastern Europe,1579,27.508717902709236,77.42093290099177,Clay,Cropland,17.634152332320134,1651,621,32.420595801412624,11.666886985492145,4.405943121267751,70.26012275116676,0.6
Central Asia,363,12.293761965672086,272.0620612195613,Sandy,Forest,-1.245295408,913,1075,23.195245282996265,12.190946407855442,3.01016744678249,85.38696792218539,0.6
Western Europe,643,11.106550296203485,272.3892904082115,Sandy,Cropland,-0.178595583,1359,638,46.19359324779293,10.47838522253805,1.8338031227971001,77.76936960344344,0.6
South Asia,1419,4.376065956306434,96.28676151481282,Clay,Cropland,28.007579358703623,1161,1553,22.914761534732442,17.592639113259892,1.9433743376493262,63.68406141786315,0.8
Central Asia,429,1.5172366942727744,280.35602836760324,Loam,Grassland,-2.82283254,1059,743,43.015814218919445,17.269551649284708,3.4656824505460806,58.76447222471227,0.6
Eastern Europe,2497,18.047638014907577,312.6345012871384,Loam,Urban,-2.62147612,633,1249,47.504914688501884,23.189221995726186,3.3230287489444295,64.17947357615022,0.6
Eastern Europe,1660,26.694603456730793,222.10961656131664,Clay,Forest,16.529912219347572,1137,1268,43.75968253233936,17.93759710520613,4.160766019827683,79.56683229125528,0.6
Russia,1480,11.051595322141342,180.65892427684517,Clay,Forest,31.663208684398384,926,1674,30.43555933095618,12.678949388916266,3.9287742495025264,74.18408523648463,0.4
Russia,798,12.216857808531085,179.6539535563709,Sandy,Urban,8.337086002627121,772,1577,29.150799801777637,13.260767721003536,2.4531336895756097,82.77816069950345,0.6
South Asia,2147,24.646855154427083,312.5939434306102,Clay,Urban,-3.543418884,1842,1302,39.905598261221556,14.144620611986017,1.5277011080357674,72.80928194717309,0.6
South Asia,2447,19.525084879707485,23.141399346471054,Peat,Urban,10.5012114648544,662,810,41.138968162830196,26.807424722164285,6.610338223564986,80.05274109395296,0.6
Central Asia,2371,1.3024288446051668,249.26473987483848,Loam,Urban,9.064264521786622,1424,541,33.021121667556166,22.911039544801604,6.301353993019289,87.13336873841865,0.6
Western Europe,1559,28.661990196508032,99.03366594796616,Clay,Urban,29.169905663166062,546,667,37.91073984765178,23.427957513069163,6.655627779495197,75.33717405103681,0.6
Western Europe,824,4.061338436838213,60.063296501817135,Peat,Grassland,16.314968359406812,1870,1180,24.127811909682862,25.954161653222574,5.060410436740689,57.49325308773387,0.6
Central Asia,1498,19.458208634694316,300.149799013323,Sandy,Urban,22.31029707490964,487,1997,25.652978961375815,14.497906230172626,5.284279321590543,61.33263286346644,0.4
Western Europe,391,27.619092952366337,32.18130180307492,Clay,Grassland,1.2876753868095347,877,1207,36.60407991407134,15.088328854674721,4.2886463004587005,53.33912352744628,0.6
Western Europe,2211,11.306939453911145,26.35078026871288,Peat,Urban,21.191130133147297,475,1808,38.85886078291617,27.55178705902289,0.6582210056942089,79.30648446683617,0.4
Eastern Europe,1653,25.054442461411707,134.51885650386396,Clay,Cropland,7.967978759355262,1420,835,22.981090271294562,11.906042479806864,1.2104180258623478,87.6102904427562,0.6
South Asia,2186,21.042910104240093,56.0706710391304,Peat,Cropland,25.662379089935044,307,1846,31.61128580704223,22.72675738420802,6.237698152589381,61.94059173425867,0.4
Central Asia,908,4.118674468024946,52.38738348233696,Loam,Forest,18.125477964945897,1404,1337,22.70020951210943,28.829294522041266,2.59259347614086,81.68014506296339,0.6
Central Asia,2155,16.47272480907776,258.2468657454704,Clay,Forest,27.167829899446218,1010,1777,32.65322150697789,21.165639636607636,5.359416445083086,75.38229446184388,0.8
South Asia,2388,20.066051419287614,22.693541646955474,Peat,Forest,3.391432535970136,1872,1022,30.54674111031305,23.850081025515525,5.204977430952037,86.41498330675032,0.6
South Asia,193,1.4235456444952699,184.41147554110205,Peat,Grassland,-1.497939394,836,1226,32.560295012171466,12.381636092283765,4.395408862434174,62.595513801533286,0.6
Western Europe,1271,4.147512598999617,296.92997779543555,Clay,Grassland,24.138726012920205,1322,1268,48.08993202071524,24.784531584629512,6.9415730538847376,81.34127607759308,0.8
Western Europe,1150,7.6019218973365685,45.65119658952796,Peat,Urban,20.641428369573703,383,749,29.85978639132548,23.50426336980108,3.056518082320433,71.00927642076188,0.4
Central Asia,2449,3.469173273401328,239.52254231076483,Peat,Grassland,9.279213314734518,862,668,20.619446331670108,29.8246062928367,4.879314606534221,71.4490651664801,0.6
Western Europe,2270,5.474111059118812,108.12120732777599,Loam,Urban,15.645720793438471,1576,956,28.405416841833322,15.032594087467452,5.459910540067744,73.58858777535107,0.6
Central Asia,2083,26.84096817104788,138.84571396319325,Clay,Grassland,9.145811588102681,1383,635,25.864836833408567,26.03641455403986,1.319562094058531,82.23653657344454,0.6
South Asia,1459,17.08171030962386,148.68383275937,Clay,Forest,18.50337009703381,1646,895,26.204875435164716,14.122089154273084,3.775481619104011,71.97904195655556,0.6
South Asia,1307,10.339041599090363,107.64988149825571,Clay,Forest,3.755680265596716,470,880,46.53174628559806,22.83403978177727,5.642293883206775,87.8708145443673,0.4
Western Europe,384,27.288260439899368,351.0480811264871,Sandy,Cropland,23.883858454831802,451,594,47.47140289730917,21.16683637148281,2.9105433272295653,64.43138302293559,0.4
Eastern Europe,1143,11.738862858148428,229.2114064700153,Clay,Grassland,3.773255607709366,1212,864,23.02107892523814,28.696273874930196,0.03935087297570106,66.03729599012357,0.6
Central Asia,2234,29.503085588746448,131.87763793123568,Loam,Grassland,28.97952939895898,516,1607,23.309150282936702,25.51344510667482,1.7858257301718754,72.96616338490027,0.6
South Asia,407,7.1869769708402185,239.8611686807459,Peat,Grassland,22.428209290723842,248,824,26.350281278023,15.021024740557475,2.027197747500799,82.35536573261089,0.4
Western Europe,677,24.89488878753364,321.3377724494591,Peat,Cropland,28.15223254765111,1808,1378,33.79908130128868,13.872692410120273,1.9776473966201333,56.405478528682394,0.8
Central Asia,805,3.684093544395657,347.7658196446392,Sandy,Cropland,33.86511685983737,1201,1372,27.36583014967531,29.849674049492815,1.4934002718220507,65.95032099322275,0.4
South Asia,1409,19.598889466412828,122.11119003970659,Clay,Grassland,22.478257922713134,983,1431,21.387982316252526,19.042910777665668,4.637331053938023,79.97245776096975,0.8
Central Asia,2103,2.8560431582666124,197.36293732662423,Sandy,Urban,28.0496691281069,286,1184,45.407699421657256,16.40471943977235,2.485365444420715,58.85632084193307,0.4
Central Asia,1719,8.621243973550275,112.7299875169165,Sandy,Urban,14.447640124697728,1761,949,47.28569865930773,10.738909489716285,5.069499771779927,78.19045511029164,0.6
Western Europe,1796,3.840300110926007,0.9268195887975006,Peat,Forest,15.052025116788677,1425,1362,20.929661363592032,29.816758586475892,6.875284672371128,72.57251778144773,0.6
Central Asia,1255,0.974023326787391,163.05779125956855,Loam,Forest,7.773720107722557,1966,1052,40.78593953284047,13.980000824716527,2.944875610352139,55.31929815409002,0.6
Central Asia,1724,3.654967503688542,279.7634365444822,Clay,Grassland,2.0711413208207308,1814,1276,37.705528456403854,16.73869251582283,1.1877896443655085,50.12729894169496,0.6
South Asia,1333,7.837377464239358,230.86075126221198,Loam,Cropland,33.619569626942756,303,1816,30.892090986306822,23.136738023700595,4.379845145356997,71.74039395379913,0.4
Western Europe,1406,29.563737128700392,249.05969641436263,Clay,Forest,18.232477104649792,1289,784,27.69759794397058,11.899680256194657,4.62609350859934,74.80132899661247,0.6
Western Europe,2152,15.802520089282243,129.8888109266175,Loam,Forest,27.819472334932087,714,890,44.785103060432,11.016045705318493,5.645559019742734,71.56383870518422,0.6
Western Europe,1659,26.0407496786139,84.36551562948692,Peat,Forest,8.995369063476364,207,747,39.27354631425083,18.39293873757852,0.9124623712487226,60.569480619326775,0.4
Western Europe,1873,0.3709881706328133,319.37236568060666,Loam,Grassland,28.04142760563777,1812,1172,42.15566024438028,12.18036307627976,6.988105108029484,51.942843564306926,0.8
Central Asia,2327,13.900854806723816,217.26602346666942,Peat,Urban,32.09019358438609,1129,1706,42.421114449476924,10.13150094412457,4.746511066144155,67.38739891475561,0.4
Western Europe,512,26.03578020540849,268.9038909666871,Peat,Grassland,31.78661309735365,545,1475,20.161384690108942,13.115959954949634,0.987377214243801,88.6117938154627,0.4
Western Europe,1514,29.967731764546578,23.850993400793875,Loam,Cropland,2.450604974557433,1291,1210,41.28836105973092,10.973972754756735,5.751213604954261,50.947400168204766,0.6
Eastern Europe,2041,3.3985016193861437,91.03600278077184,Sandy,Forest,33.78645363889053,746,1972,37.20074984012171,14.715623459530427,6.411700461374194,69.2258481878641,0.4
Eastern Europe,1343,21.056781459797005,265.1090043301223,Peat,Grassland,29.852078324058112,1549,1347,25.250474841589178,24.127831352437777,1.6064312138208316,75.49572105655363,0.8
Eastern Europe,2120,25.667302256605712,357.3371130832842,Sandy,Urban,23.30945793636414,1957,737,26.89121338691546,23.36566741059191,2.822372680845233,79.90055553082567,0.8
Russia,119,15.316345299785347,134.31804538979733,Peat,Urban,34.52447606677735,1313,726,29.362537290261784,17.846966510409132,5.485973590240821,69.423450996529,0.4
Central Asia,1529,27.597096178355564,216.35615253614955,Clay,Forest,34.114023032764806,1814,1739,39.59625996416983,18.645659950860853,1.2242324408512504,86.09711639888916,0.4
Western Europe,111,12.98936132811426,294.78054875683677,Clay,Forest,7.268569455803373,1593,759,31.314230526589178,12.322673966713925,4.0043990800407165,75.48720139514984,0.6
Russia,865,2.0739412514337796,46.02977873596765,Sandy,Grassland,33.738029845636646,571,1893,27.279935471554,25.096983498268624,6.792128402696454,75.88737702756455,0.4
South Asia,1972,18.353750045373545,290.8667954323692,Loam,Cropland,34.82930295575949,1075,1879,48.80505255796581,18.537946386125032,3.5591494002936335,73.06142032302921,0.4
Western Europe,711,6.246309802175185,8.572208039434162,Loam,Urban,15.74353905417659,1046,1644,43.56533100593353,25.133501432333684,1.550504550255542,77.13357012933805,0.6
Western Europe,981,23.186135025875924,140.6621383036858,Clay,Urban,27.244608446622287,1336,1182,36.4829723367761,17.666463809170292,1.3864826637957608,65.2636697607426,0.8
Central Asia,1126,22.871626621760644,31.18088879938628,Loam,Cropland,31.375014268633848,1711,568,42.75328127531728,18.911420261571948,1.0887276724838189,50.15140338224242,0.4
Western Europe,1233,26.525824456620203,143.32782188450958,Clay,Forest,18.787306567425635,921,1769,46.96976460416846,13.094196091181017,1.7545367252132078,84.29607914229412,0.6
Russia,1598,8.463348808574807,157.6107132161762,Loam,Forest,28.949492088132814,1032,961,31.86844997330553,19.073091791322344,0.24623665139576012,89.19160240710752,0.8
Russia,863,20.15993485456108,36.30853441992605,Clay,Cropland,32.40244958426339,1520,1892,46.246795929620234,19.00714116034337,1.5333065879549919,70.27075759341363,0.4
Eastern Europe,657,24.69473267030326,17.722484351299382,Peat,Cropland,16.435181077888412,843,1342,34.10815404134752,16.73833057161646,4.124749865239344,66.43918348959883,0.6
Central Asia,2106,9.857497335403187,342.2805174858542,Loam,Grassland,23.835369248381483,820,861,22.51332056121106,28.251689884703843,0.5744451344542125,89.4157198664773,0.8
South Asia,2346,7.030906814790686,65.94418756763886,Sandy,Cropland,4.840310068794658,447,1901,33.422901157979545,19.802068746781856,0.2107601196663167,83.66627310222978,0.4
Western Europe,732,5.447322527602399,221.01442503578295,Sandy,Cropland,22.728551960958,540,1551,37.20869994367768,25.619082696236557,1.0869234490298707,50.9516227850023,0.6
Central Asia,471,20.569976868960655,55.11679952361919,Peat,Cropland,25.7795422555278,1012,1316,43.55084765082712,25.433948108073814,6.902185654045962,57.864218812443724,0.8
Eastern Europe,668,14.544510827022675,36.790904695105844,Peat,Forest,-4.060657561,1196,523,39.84239112864857,18.797285386514062,0.6634527275817336,89.71559087717182,0.6
Central Asia,1236,5.386050168102312,293.5991988366336,Peat,Cropland,14.392271147366777,1326,1630,29.298027514874576,24.291269423395185,5.791704446945527,72.44155307730729,0.6
Central Asia,1962,14.696193599426763,44.15876773422839,Clay,Grassland,10.144221220737677,651,1910,26.83424152347148,28.096928209474143,4.503960509373751,65.48421491475526,0.6
Eastern Europe,1363,5.8170284217695105,209.63429889696312,Sandy,Cropland,18.755530665424512,1170,1857,28.078155987109966,23.659672768513893,6.292766595333052,67.34689321476745,0.6
Western Europe,2258,29.863547848939824,303.13687327349555,Loam,Urban,-0.546572357,784,649,41.71599393201636,24.072963995381343,6.061432185216556,59.00039747814988,0.6
South Asia,1256,0.1111775944920168,135.62488494896445,Peat,Cropland,3.4985448624336577,1506,1628,31.96590007465314,14.535392931470618,1.094338449908144,86.5127654325791,0.6
Western Europe,1131,15.907100688556103,119.33944478448971,Loam,Cropland,16.251934658849766,1153,711,45.98334229607174,19.076454933972123,6.10028988287459,73.95591781442104,0.6
Russia,798,17.255116964614565,284.8356151023734,Loam,Grassland,14.099059040101729,223,949,31.326361013980993,22.461186036013252,3.9289426042772293,82.85934989542342,0.4
Eastern Europe,1479,7.576279542213146,59.8175588040965,Peat,Grassland,-2.911111941,1137,1568,30.61894578733557,19.81572750153381,3.8711850208581375,75.12774132014744,0.6
Eastern Europe,2170,29.719082814000068,278.95820554564284,Loam,Cropland,9.63207308394745,635,1242,26.398310606695134,25.739545149603234,6.088927076029051,84.5551694603858,0.6
South Asia,1404,26.531678936614114,190.8814521437851,Loam,Grassland,18.845724562716903,619,529,32.22606777206124,10.2597217779255,6.857801132690874,56.25814831766794,0.6
Western Europe,1884,17.678450604648646,127.66088225316612,Loam,Urban,2.9320343419568484,996,1903,23.888104123282574,26.99101598705617,0.9829427672844475,63.184373846372864,0.6
Eastern Europe,761,5.207474214488117,17.682617382528992,Loam,Urban,19.712164040879273,984,1705,34.47964272135151,23.902138364186236,6.174590816612695,54.3004187486421,0.6
Central Asia,1267,1.891784571012779,275.8514689403051,Clay,Forest,5.053855192700336,203,1420,24.90549323642517,15.487355360907229,4.6600711823984415,80.89300874439243,0.4
Eastern Europe,2189,14.268837805541336,221.5208555363968,Sandy,Cropland,13.649516734580729,1979,1875,46.91950254550008,12.825181299595105,2.4253484014101767,73.85287306832048,0.6
Russia,1612,14.801360179258237,248.57832890004786,Sandy,Cropland,33.72619110563037,209,1416,47.5077011994283,17.086630955714007,1.7570387320931458,56.6754100173849,0.4
South Asia,1146,28.974628640067035,115.50533544027974,Sandy,Urban,22.98842102139161,1772,1014,27.8576433315068,15.811007616643295,1.32978266413957,70.17287805268668,0.8
Russia,153,26.252336145623403,300.25880119902945,Sandy,Cropland,12.239592155585687,707,1556,22.939571582778328,26.924219202056122,0.25734689396498556,77.53631627457744,0.6
Eastern Europe,1078,0.9490801903264612,265.8861553036965,Loam,Urban,11.179289348488524,1580,1438,24.63349225070383,17.542176746442646,6.149288998235006,81.66409961529145,0.6
South Asia,378,18.447936736012373,67.82851182421948,Loam,Cropland,6.842395315673965,1871,957,20.029175896652795,18.307416846710858,0.9748159344276952,51.473061853148636,0.6
Central Asia,229,2.754452079945855,315.37517588758027,Loam,Cropland,25.605467279271146,1231,1154,27.840575255702912,13.809980373471468,2.9313071689258976,82.12997116733308,0.8
Central Asia,2132,11.129555182301292,212.66681377782166,Clay,Forest,-1.067767262,910,688,40.27645348899897,25.785120912367848,4.261854031855346,72.30940427656272,0.6
Western Europe,912,27.138171002170594,33.933825049176896,Loam,Grassland,-4.740548656,1277,762,35.22381977254607,27.129634618655,1.4121765966009745,67.83656486145412,0.6
South Asia,406,20.815626182033395,265.1137544465564,Clay,Grassland,22.1987166457125,537,1384,44.24842164817747,18.429422387831632,6.284221773263772,63.15110764942919,0.6
Russia,927,20.626634779822403,351.46053775457943,Peat,Grassland,15.04311424304596,534,1170,30.331048518448725,11.21528473999484,1.1949067315668545,85.36989526286949,0.6
Central Asia,1493,28.12653467861219,90.1667103319975,Clay,Urban,10.792445355089946,588,572,35.56531426238925,29.446409892927793,5.592877479317551,50.57580924933702,0.6
Central Asia,1402,0.05194519938780284,252.82903220631744,Peat,Cropland,27.002013156122516,514,1733,47.98742457621964,12.503087435435614,5.4708251517370945,59.586954385000425,0.6
Eastern Europe,2440,0.48139134544412765,45.82416651281814,Sandy,Forest,21.40725757850616,860,1259,35.74472432845408,16.49306425827924,2.4302930775042944,77.56168201609114,0.8
Russia,568,8.454182560193255,222.17504618456522,Sandy,Grassland,22.985940677236613,1286,736,25.473126143310658,18.455479344090666,4.3024347814659345,78.88598741399824,0.8
Western Europe,2211,18.080959949614357,332.9356140522499,Peat,Urban,34.36807462409965,1161,528,43.90969767904292,19.98310105230685,0.7014933701525432,89.93933639451782,0.4
Central Asia,1429,29.09011087472026,223.87917729052583,Clay,Urban,5.751247069893143,692,1676,42.220872766033146,18.045172068693276,0.3429745214410057,55.276277780386295,0.6
Russia,1776,23.415377219228894,32.10217403615812,Loam,Forest,3.235116999507998,889,1331,37.44386565976197,28.720024434484344,2.058517639272477,80.99034838669832,0.6
South Asia,1561,15.357073488533207,95.24806276071747,Peat,Grassland,8.115348801188652,899,1388,41.59481299550155,18.371836163824547,4.450171412298438,80.96318677739593,0.6
South Asia,1848,3.2469413018710047,279.6308336213561,Sandy,Forest,1.3741968831220275,1652,1693,46.61414969304525,17.471429250830223,4.820293603339494,58.93904693528643,0.6
South Asia,1078,1.0048923864686465,154.2034551498913,Peat,Forest,5.349548629655839,1026,1784,39.1477610159253,22.214950978730805,1.7842502232578221,55.80590152763413,0.6
Eastern Europe,659,3.401620202208695,249.54511620074496,Peat,Urban,26.544038342464876,648,1047,30.33398299060618,18.09158287303193,4.575571158764035,51.201845969412446,0.6
Central Asia,251,5.692455740002622,327.2950669152845,Clay,Grassland,2.7123833781530893,1942,1130,49.15807428615285,25.60449681062589,3.327049522019687,57.99482039491864,0.6
South Asia,1341,4.506818412761644,232.7326902884675,Peat,Grassland,8.824586372099894,579,1709,47.238959195691635,20.87732896442384,6.244263279436899,53.14721988447036,0.6
Russia,916,3.861388452785306,63.31983634872838,Loam,Grassland,4.787284516642494,937,1145,40.00061359247616,12.26015504538423,5.999489619262392,67.25525094259439,0.6
Russia,385,27.64386376462938,147.92783292147294,Peat,Forest,8.94971507017614,1464,1631,20.85557656867265,25.56467830418023,4.8426491299791525,81.54868651248496,0.6
Eastern Europe,1711,14.613689511995489,123.75945082153136,Sandy,Forest,18.74260999691886,1105,868,20.980683349482526,10.271309051954558,6.620495275849871,56.77153840357593,0.6
Western Europe,741,19.337705820789928,92.9132745889002,Peat,Cropland,20.185201814565957,844,1343,31.87178756855853,15.817570102022136,3.3943829075135468,56.58896788171609,0.8
South Asia,591,6.707790084397994,348.2908276281698,Peat,Grassland,32.81030649188767,1162,1523,34.78072548978339,16.735418852860796,3.931653729335453,72.35963938910982,0.4
Eastern Europe,1276,20.116099469456213,223.31100570828417,Sandy,Forest,11.162660061346497,865,1171,27.270016853280445,14.166523096746156,5.154669234868143,60.66089358625157,0.6
Western Europe,961,20.33747344808484,42.86849884917287,Sandy,Grassland,3.069359482947803,1898,1727,25.043050412319893,11.882922845998252,5.134330532568274,56.118644662868476,0.6
South Asia,707,22.1756400568959,205.0866253735372,Clay,Forest,30.994763531823423,524,1815,37.101155634908245,19.08978435782985,3.960774298832116,53.94745125721367,0.4
Western Europe,539,21.950981960884413,160.06955896189982,Peat,Urban,15.670685615382688,1881,1515,46.428849633097684,20.34312979105487,6.263228801754494,81.60154183294983,0.6
Eastern Europe,2319,7.285363776900064,161.9806169246201,Loam,Grassland,10.26627909562523,425,1641,24.763030567824003,25.867540546033972,0.05828537567476966,66.34864434883312,0.4
Western Europe,2090,15.864657350953868,277.77976476478364,Loam,Forest,30.20753108257906,802,1892,45.174589225114964,20.093317274480317,6.332734073133321,58.4881359534927,0.4
Western Europe,2021,16.544099386019624,109.63066615113084,Peat,Urban,7.319221504277614,1241,970,34.185015586666324,18.865516587591102,3.3002606095225007,86.34245875684972,0.6
Central Asia,999,18.825658624757594,229.37150702011186,Peat,Grassland,12.393194375709136,639,717,32.03752814182239,10.53656930964365,0.18138748094767587,74.94740696237693,0.6
Western Europe,1336,14.601096786370512,268.3244730696405,Peat,Forest,0.32300662830538673,1631,592,39.2754374857656,27.030316093607667,3.81006731026646,53.017829474870815,0.6
Russia,739,25.61421165001807,346.6686315903342,Loam,Grassland,24.4886716863749,1941,609,29.70049573633649,14.979739141948878,5.0713093489478664,67.04737645478099,0.8
South Asia,1434,8.415535400638879,50.10518908516164,Loam,Urban,0.3232593171703746,982,1398,38.53082480418897,25.156571899338562,0.7719300041376209,77.1724230273397,0.6
Russia,1425,3.854147406211962,97.84720579687618,Peat,Urban,4.591607191152519,1578,1919,46.2395814438118,14.68694189349141,1.7807608452613113,52.83448388703506,0.6
Russia,1986,3.981486365674529,335.0772626799886,Clay,Grassland,2.7273081718828163,472,1788,41.158198060009596,29.103430359429417,5.283649741457722,73.67349524195166,0.4
Western Europe,940,26.314662653696892,309.77190736220626,Clay,Forest,5.317986487710069,1383,1031,39.57360204049012,23.718966090943113,3.3740955712436174,83.74731532245173,0.6
South Asia,2066,8.961355244836763,357.19107505910154,Peat,Cropland,4.095082804191339,1662,1382,34.393194990519575,27.980620996029117,6.145920475577788,62.14295999080582,0.6
Russia,1073,27.97535862319754,244.6454117110841,Clay,Urban,30.566351681966516,1931,855,28.314121260655664,12.698505605579173,5.888571981643004,72.20528939778704,0.4
South Asia,1524,7.296299829929806,186.0802345595273,Peat,Urban,7.287673849285863,906,1506,46.61315894050786,17.15882165087059,0.3441730503694619,66.34546957773902,0.6
Central Asia,634,4.363682288,25.22948747688411,Peat,Forest,27.90146262830148,1556,507,39.05034952999209,23.89889566962259,2.3063625726962225,62.492461386413375,0.8
Western Europe,2036,25.305285558051693,83.15777178928926,Peat,Grassland,31.41160942300842,1062,642,29.18282657273135,19.762081605839544,1.160889644506839,82.77941426975887,0.4
Central Asia,1590,14.591626729654436,258.6350696091111,Clay,Cropland,24.028481061973856,510,694,35.36906821528419,21.285789405351345,6.3643497007041425,81.86154809625081,0.6
Eastern Europe,1851,21.47608850288936,294.2946281855584,Sandy,Urban,10.245178831154892,1028,1727,39.42284833249744,12.604293722683353,1.5101270626913448,88.42598130569377,0.6
